"Review","Rating","Date","Author"
"â€œ
Had a current account with Nat West for 40 ish years,in July recieved a letter from the Nat west informing me that I had recieved a fairly large sum of money from someone abroad.I checked my account and there it was in my current account.I immediately phoned Nat West and said is this scam or a problem as I do not know the sender.I was told it was perfectly OK no problem and he wished someone would send him money.
On Tuesday 23rd Oct I went to pay for an item in Boots chemist and was told my card was invalid ,I immediately went to my local Nat West they checked and said my account was frozen due to a transaction in July which was under investigation for fraud.The bank then phoned the fraud dept I spoke so someone called Sean (he refused to give his Surname) I explained what had happened it was obvious he didn't believe me ,,he maade me feel gulty and annoyed.I rerurned home found the letter and returned to the bank with it so they could send a copy.the following Day I printed off my phone calls and provided the Bank with them as proof of my Call to the bank..It is now 9 days and my account is still frozen,I need to pay some bills but can't even see my account on line.Fortunately I have some savings and am using them for fuel food etc .But supposing I had no other method of obtaining cash what would I do ? The bank ar usng bully boy tacticts refusing to discuss what is happening or how long my account will be on stop.I have taken legal advice and had it confirmed that it is the Nat West Bank who are responsible. One Star is too much I would give Zero if I could
â€","1"," 3 years ago","Ian"
"â€œ
Just basically donâ€™t trust them anymore , to many issues not enough support
â€","3"," 3 years ago","Andrea Crosby"
"â€œ
I think NATWEST is one of the most Appalling Banks I have ever dealt with. Used to be an excellent bank when I first opened account in the 1980s. Experienced staff replaced with inexperienced and incompetent staff. Their incompetency lead to a my mortgage rate agreed after meeting a broker not being implemented for a year! Had fraud on my account with name similar to a bank staff who served me (could purely be a coincidence and no insinuation to NATWEST). I was unable to pursue or ask questions because member of staff in question had left the bank together with the mortgage broker who served me but failed to process my paperwork. I was made to feel a criminal and stupid and the way they dealt with it was poor.
Recently (October 2018) a cheque was returned due to in sufficient funds when this was not the case as I also had a big overdraft not even used. The member of staff admitted there was no reason for the cheque to be returned to me. Tried to complain to customer services but line was disconnected.
Renewed my mortgage rate in September online (not trusting to deal with staff), sent off documents with cheque for the fixed rate charge. I received a letter weeks later informing me that due to the high volume of work they were unable to process my cheque and asked that I pay by phone!
Subject Access Request I made in May was eventually released in August. 2 months out of the 30 day timescale under GDPR.
Still have account but moved by daily activities and savings to another trusted bank. I would not recommend NATWEST to anybody. It is very unfortunate that since RBS took over NATWEST their services has continued to deteriorate to the point of me as a customer mistrusting them.
NATWEST does not appreciate loyal customers and in my opinion cannot be trusted. Given the ratings here it is obvious I am not the only one. NATWEST DO NOT ACCEPT FAULTS, DO NOT LIKE TO APOLOGISE, WILL TREAT YOU LIKE A CRIMINAL BEFORE A CUSTOMER, WOULD IGNORE YOU WITH NO EXCUSE IF THEY CANNOT HELP OR CHOOSE NOT TO. NATWEST ONLY NICE WHEN BUYING A PRODUCT. Lloyds and other banks much better and treat people more like humans.
I sincerely hope one day this bank will be restored to its full glorious days of the NATWEST we knew and admired in the 80s.
â€","1"," 3 years ago","Ed D"
"â€œ
Natwest are absolutely awful and their customer service is rubbish. They had frozen my account without giving me reason leaving me without access to my money for a week then 2 weeks later i recieve a letter saying they will be closing my account again without reason. What is more annoying is the fact that everytime i rang, everyone i spoke could not tell me what was going on so i was either told to go to the branch (even the branch were unsure what was going on) or wait for them to ring me which never happened. I am absolutely fuming at them for making me feel like a criminal and making feel like ive done something wrong when i have not done anything. i wouldn't recommend anyone ever joining their branch as they do not appreciate their loyal customers who have been with them for more than 10 years. It is very unfair what they have done.
â€","1"," 3 years ago","Anonymous"
"â€œ
It's no wonder Natwest have 1 star on Trustpilot.
I used to think that Northern Rail were the worst company I have ever used, that was until I applied for a mortgage with Natwest.
Never have I known such woeful incompetence at every single stage of the mortgage process.
We were delayed by over a month (and are still delayed) due to multiple instances of consultants writing down very simple pieces of information down wrongly.
We paid for a home-buyer's report over a month ago and it still hasn't been done due to Natwest first getting the estate agents address wrong, then getting our address wrong, then getting our phone number wrong, then the surveyor that Natwest forced us to use cancelling on the day of the appointment!
During each of these failings we were never once informed by Natwest what was going on, and we only found out when we called up ourselves.
We are now at the stage where we have to call Natwest every day just to get some simple information out of them, this always takes around an hour as they take so long to answer the phone.
This is no way to treat paying customers, especially those you are entering into a multi-decade relationship with.
Sort it out.
You're ruining moving day for us.
â€","1"," 3 years ago","Anonymous"
"â€œ
Worst customer service I have experienced. Telephone banking is 30 mins on hold on,unto get through to someone who doesnâ€™t know how to transfer funds.
â€","1"," 3 years ago","Mick"
"â€œ
Phoned customer services to report my card lost and for a new one to be sent out. After answering a variety of security questions which included date of birth, home address, full name, account number, list of recent transactions, I was refused a new card as I couldnâ€™t answer the final security question â€˜ the exact amount of a recent transactionâ€™ I was then told to go to my nearest branch which is 10 miles away as our town branch has closed. So now I have to take time off work to do so, very inconvenient and just outrageous customer service.
â€","2"," 3 years ago","Anonymous"
"â€œ
Apalling customer service
â€","1"," 3 years ago","Anonymous"
"â€œ
Absolutely awful bank. Most of my friends and family agree.
â€","1"," 3 years ago","Anonymous"
"â€œ
Natwest frozen my account alongside my mum's who is on her last stages of life with out no explanation at all... then after 4 weeks write to me still no explanation saying take your money we are closing your account
â€","1"," 3 years ago","Anonymous"
"â€œ
Lots of promises but no sevice delivery,waited to try and open an account for more than 2 weeks,Lloyds did it for us in 10 minutes???
â€","1"," 3 years ago","ANDREW BROADWAY"
"â€œ
Nat West Camborne Cornwall
For the last 5 months we have been receiving Nat West Statements for a company calling themselves Astute Estates, a company that has absolutely nothing to do with us! We have tried returning the mail to sender, we have complained to Nat West Head Office and on 24 August we actually came into your branch to complain face to face! We would point out that we were forced to stand in a queue for ages because your branch is so woefully understaffed. When eventually we were served the cashier said she would try ringing them and asking if they would come in and change their address. I complained that this was not good enough, whatever Nat West and your client did was not our business but we did insist that our address should be removed completely from all records relating to this company! The cashier said she would speak to the manager and get the address changed to the Nat West branch. Clearly this did not happen as yet again we have received a statement for Astute Estates. We have no idea what their financial situation is but as they are using our address without permission something which Nat West Camborne is knowingly complicit in I might add, this could seriously affect our credit rating. As well as writing this review I shall be writing to Nat West Camborne today with a view to taking legal action. There are only two names on our house deeds....and they donâ€™t include Astute Estates....this company does not have the permission or right to use our address! Neither do we have any accounts with Nat West, thus apart from a letter of apology we do not want to receive anything further from you or any of your clients who donâ€™t appear to know their own address!
â€","1"," 3 years ago","Anonymous"
"â€œ
Excellent service provided by the Middlesbrough team especially Dawn.
â€","5"," 3 years ago","Paul"
"â€œ
They closed my account without explanation and refused to discuss it with me. When I got my credit report to find out what was going on it suggested that I had been the victim of fraud, although I was unaware of this. Surely a bank should help you in this situation not kick you out and refuse to talk to you! I have written to NatWest for an explanation but they have not replied in a month - appalling! Will now be writing to financial ombudsman as I believe this behaviour is in breach of their own terms and conditions. Nationwide have since helped me to open an account with them and to clear the cifas from my otherwise good credit report.
â€","1"," 3 years ago","Graham"
"â€œ
Poorly advised on mortgage deals, leaving us locked into a long deal which will cost us thousands extra over the term. I wouldn't trust this bank again and strongly advise others to seek alternative banks to do business with
â€","1"," 3 years ago","Stuart"
"â€œ
Customer service is shocking. One cashier at tills. Can take up to 40 minutes just to get served. And they have staff standing around saying do you need the till. Why would I stand in a line for ages if I didn't need the till. It is getting to the point now where I am going to change banks.
â€","1"," 3 years ago","Paul Barnett"
"â€œ
Terrible customer service . Given different conflicting information on two separate occasions . Waited 45 mins on the phone to speak to relevant person , who after another 30 mins told yet different information and was unable to resolve my issue . Avoid !
â€","1"," 3 years ago","Anonymous"
"â€œ
Called on 31st August to set up online banking ready to make a bank transfer by 4.30 on 5th September to purchase a car which I need to be able to work . Advised I would be sent an activation code , which I then accessed to set this up . Online system said I needed a second activation code to be able to call to make the transfer . After an hour and a half on the phone to sort it out , told at 4.15pm I had to get to a branch in next ten mins to make payment ! Beach is several miles away ! Terrible service , given wrong I formation , waited nearly 45 mins to speak to the correct person who then told me I canâ€™t make the transfer . Avoid this bank !
â€","1"," 3 years ago","Anonymous"
"â€œ
Telephone banking appalling service. Waited 6 mins and no answer usual message â€˜higher than normal volume of calls etcâ€™
Called again and selected loans service....surprise surprise answered quickly!!! Then put through the entire system again....another 4 mins then told should have selected another option. Another 11 mins and still no answer just automated mesage apologising for the delay.
21 mins and no answer ...given up. Have paid Â£ to listen to irritating music and automated message.
This happens EVERY time regardless of say of week or time of day.
Of course customers now have to pay for these calls.....NatWest are making a lot of money for unacceptable service.
Avoid this bank.....do not ever join NatWest ... itâ€™s gone completely down the drain.
NatWest you need to sort this out for your CUSTOMERS!!!!!!!
â€","1"," 3 years ago","Anonymous"
"â€œ
Lost debit card ,reported to a really friendly chap and new card received within 2 working days
â€","5"," 3 years ago","Martin"
"â€œ
Incredibly poor experience with Natwest. I'm saying it now, Don't bloody bank with them!
I had been unwell with PTSD the past two years and that basically meant I didn't check my finances for a year or so whilst I was unemployed. So after recovering enough to finally get a new job and start earning again I try to log into my online banking to see how much money I have in there, and to see if my new wage went in. Natwest had locked all of my online banking and accounts. I was advised to go in branch - So I did. Staff told me because there was no activity for 12 months they closed my account and put all of my money on hold?! Absolutely no contact from them during this time, no bank statements, nothing through the post to notify me of this happening. I have just opened up a new account with a different banking company and am going in branch today to transfer all of my money to my new bank! Absolutely disgusted. I was with Natwest for 10 years and this amount of 'service' is just unacceptable!
Don't even bother with them!
â€","1"," 3 years ago","C"
"â€œ
Poor customer service. Fees for basic transactions that shouldn't cost a p in the digital era. Their bank app is very limited so for larger payments I was forced to go to the bank - something I hadn't done for years! Old fashioned.
Their staff was rude and incompetent - the cashier threat me 'I don't have to transfer your money if I don't want'. Well yes you have, the clue is in the name: it is MY money.
â€","1"," 3 years ago","Anonymous"
"â€œ
Never helps only consider their incomes. I am a customer since 2003 but waste of time.
â€","1"," 3 years ago","Sri"
"â€œ
Rude, unhelpful customer service.
â€","1"," 3 years ago","Anonymous"
"â€œ
Am forced to use the high st Bedford branch due to bank closures. Be warned take fold out chair, refreshments and something to entertain you whilst you wait in the horrendous long ques. When you finally reach you cashier don't think for a minute you will receive a 'sorry to keep you waiting' I was served by someone who was just rude and abrupt and needs more training in his job in how to deal with customers who are frankly fed up with all their branches being shut having to travel further for a service they deserve whilst investing money in their local bank. Hang your head in shame Natwest.
â€","1"," 3 years ago","Anonymous"
"â€œ
Charges applied to my account even though I went in to store as was told I had enough funds. I had over 400.00 in my savings with them to which they can see and still charged me Â£70.00 . Also had me on the phone for 1hr and 30 mins to be told this .
Also changed standing order to 26th for rent had it taken out on the 26th and the 28th original date . And have been charged again another Â£70.00 for the banks mistake . Wouldn't trust this bank APPALING service and only interested in how much money they can get from you. BAD SERVICE IN STORE AND ON PHONE . APP DOWN FOR 14 DAY.
â€","1"," 3 years ago","Katie"
"â€œ
very poor customer service,
â€","1"," 3 years ago","Jase"
"â€œ
Worst customer service ever. I have been on the phone to the customer service to try and sort out an issue because their online banking and online credit card banking systems aren't unified (so inconvenient).
No support, understanding or even the slightest attempt to help. Their personnel need training on the fact that expats who live half way around the world cannot pop into their branches as easily as that. Next time I'm in the UK, I'll definitely be popping into a branch, not for support but to close this account! Learn to treat customers right!
â€","1"," 3 years ago","Luz"
"â€œ
I had to wait for another card to be delivered since the chip on mine was ruined in the machine! I was told that it was a maximum of 3-4 days for another one to be delivered.. 2 weeks later still no card and I was told another had been sent by special delivery but still no card not impressed! Had to set up another bank account with another bank!
Not a happy customer!!
â€","1"," 3 years ago","Anonymous"
"â€œ
Customer service is shockingly bad. NatWest have refused to allow me to transfer my own money twice in a week. I asked for my branch manager to call me to explain. Nope. Not possible. I'm not allowed to speak to him.
â€","1"," 3 years ago","Anon"
"â€œ
I have Asked to extend overdraft ...instead I was offered if I can save Â£50 a Months in savings account or open child savings account....
If I have savings I wouldnâ€™t ask to extended my overdraft.......!!!!!!
â€","1"," 3 years ago","Anonymous"
"â€œ
Terrible service
â€","1"," 3 years ago","Anonymous"
"â€œ
Won't answer the phone in a timely manner, keep blaming this on unusually high levels of demand (which, given this the most common response, would then surely make it usual) and can't follow simple instructions.
â€","2"," 3 years ago","Anonymous"
"â€œ
Natwest doesn't even deserve one star. We have had multiple issues with the bank. The latest has been my legal change of name. Every other organisation I have dealt with (HMRC, DVLA, DWP, local council, utility providers etc) has been very helpful and understanding of me as a disabled customer with mobility and communication challenges. Not Natwest. One month on and the matter is still not resolved. The options they have offered have been fair and reasonable - to Natwest and not to me. To top it off they paid Â£50 'compensation' in to my account this week and because I challenged them they then threatened to take it out again. What a lovely way to treat a disabled customer who they know is 100% dependant on her husband and, with no independent income, worries so much about money and just getting through each week, let alone month. We have been loyal customers of Natwest for over 15 years - more fool us!
â€","1"," 3 years ago","Claire Burcher"
"â€œ
The most useless bank I've ever had the pleasure of dealing with.
We opened a Natwest business account in October 2017, when we set the account up online it made no mention of linking personal accounts and joint accounts, however once we had set the account up - they linked myself and my other colleagues personal account to the business, which we did not own or have a shareholding.
Secondly, we asked for dual authorisation on the account for transactions over Â£1,000, which the application made no issue of - however when the account was opened, this was a completely different matter. It allowed myself or my colleague to transfer money around without any authorisation etc.
When I called Natwest and asked to raise a formal complaint, they had said they have logged it on the system and would get back to me. No one ever got back to me.
After the appalling customer service, we decided to close the account almost immediately after opening. They made us jump through so many hoops.
One of our employees linked to the account was leaving prior to us closing the account, to remove her from the account as a signatory was almost impossible. I wrote a letter with authorisation to remove her, two weeks later when the employee was due to leave the company, she informed me she still had access to the account.
I called Natwest and they told me my letter would not suffice to remove her from the account - How about pick up the phone and tell me that? Instead they left it and didn't feel the need to communicate to me that specific forms had to be filled out. Even when I filled out the specific forms they said it would only take two working days and ended up taking nearly two weeks, meaning the employee had access to company funds after they had left the business! Just unacceptable, this should be instantaneous.
I would never recommend Natwest to anyone.
â€","1"," 3 years ago","Mitchell Miller"
"â€œ
I would urge anyone looking to open a Natwest Business account not to even attempt it. The Business customer service advisers are shocking they give you the wrong information and the level of training is shocking.
It took 6 months to change signatories on a Community Account, even after they changed the signatories they still sent the bank statements and correspondence to the previous signatories home address, When i realized what had happened i was then advised to fill in yet another flipping form.......
If you decide to proceed with opening an account, all i can say is you have been warned !!!!
â€","1"," 3 years ago","Anonymous"
"â€œ
The customer service at NatWest was extremely helpful and the advisor went the extra mile and spoke with her manager to issue a letter. Also, I was happy with the mortgage process, as the staff in Barnsley branch offered great customer service.
â€","5"," 3 years ago","Miss Monika Mazurkiewicz"
"â€œ
Today I been Natwest Edgware branch and I been serve by Abdul Khan manager. He was very helpful and give good customer service.
â€","5"," 3 years ago","Mohammed Abid"
"â€œ
A long queue with only 2 cashiers. Both the automated paying in machine and the automated coin counting machine were out of service. More cashiers required to prevent 20 minutes wait to get seen.
â€","2"," 3 years ago","Jerry Scola"
"â€œ
A long queue with only 2 cashiers. Both the automated paying in machine and the automated coin counting machine were out of service. More cashiers required to prevent 20 minutes wait to get seen.
â€","2"," 3 years ago","Jerry Scola"
"â€œ
I've always received good service and there is always a local bank if you need one.
â€","5"," 3 years ago","Yorkiemad"
"â€œ
Everything is slow and difficult, one month waiting to be able to operate a debit card, more than 200 pounds on overdrafts as they don't alert me when I have -1 pound in my account, and I even had to send 3 letters to close my account. Please choose any other bank and you won't regret it.
â€","1"," 3 years ago","IML"
"â€œ
Cardreader failed, then website was down. Telephone service with 15! min wait, got cut short once, cut off once eventually after 4 hrs including 45 !*&!! mins waiting for someone to pick up the phone got money transferred. Plus they have shut 3 nearest branches. TSB hear I come and wont have to spend half a day with this bank which seems don't give a monkeys.
Ask the telephone banker how many people work as call handlers and then lookup number of NatWest customers then look up CEO salary.
â€","1"," 4 years ago","Anonymous"
"â€œ
I wish I could give a lower star (something lower than 1) I applied for a loan, and instead Natwest closed my account. I called and they literally said Iâ€™m owed no explanation why...and while still talking the lady said good bye and hung up (while I was saying pls I still av another question)
I donâ€™t understand!!! I really donâ€™t!!! Iâ€™ve been building my account for years, I just asked for 3k loan which I can pay off in less than 2 months, I am in shock and so pained I almost feel like crying...
you should at least tell me why you have decided to close the account when Iâ€™ve done nothing wrong! Iâ€™d have preferred they just refused the loan and save me this peace of mind.
For this...Iâ€™d close my sonâ€™s savings account, my wife, my business and even both parents have agreed to close down their Natwest accounts, if this is how they treat clients.
Utterly disgusted
â€","1"," 4 years ago","Kelz"
"â€œ
I was a victim of mobile banking fraud 29/11/17 NatWest say they wont refund any money that was taken because they said I have passed on my personal details. I have been with this bank approx. 17 years and now locked into a fight to get my money back. I have since found out there are various articles being published online about how fraudsters are able to get into Natwest mobile app I am switching to a new bank with better security as Natwest do not care and totally refuse to help. Natwest is supposed to be financially secure institution but its far from it PLEASE DO NOT BANK WITH NATWEST. Its totally ruined my Christmas, its left me physically sick and I feel so violated, I was under the impression everyone was innocent until proven guilty, but not if your dealing with Natwest its the other way round
â€","1"," 4 years ago","J Ramsell"
"â€œ
The worst bank you ever! if your bank cant keep your money safe then what's the point of having a bank? and after someone has fraudulently taken your money, if you're bank are being the most unhelpful people out there then what's the point of banking with them! i rather keep my money under the mattress! My card details was somehow compromised and the someone made transactions, i called NatWest and they tell me to call the retailer, i call the retailer who acknowledge that it was fraud but need my bank to contact them to return the money. i call natwest again they say they cant do anything as i have an account with the retailer, even though the transactions were not made from the account i have with the retailer. what a rubbish service and bank!
â€","1"," 4 years ago","Anonymous"
"â€œ
having to do on line banking as our local branch is closing - been doing it now for 3 months and almost every time i log on i get issues and have to ring at my expenses to sort it out - inevitably a long wait to talk to someone. This causes me more stress than i could imagine so today decided i am going to move my account
â€","1"," 4 years ago","Debbie"
"â€œ
Renewed my card. Got sent to the wrong place. Replacement takes another 10 working days. So I will have been without a bank card for almost a month.
â€","1"," 4 years ago","Anonymous"
"â€œ
Rude staff who don't have people skills. Force you to use machines just because they don't want to go through the trouble of counting money. Just remember it's we the customers who pay your wages. Disappointed NatWest! Train your staff
â€","1"," 4 years ago","Anonymous"
"â€œ
Garbage company with useless customer â€¦
Garbage company with useless customer service. stay away.
I have been a natwest customer for a decade or two. I had one current account and four savers. I switched current accounts beginning of year in the misguided delusion that first direct were any good. They aint. I kept my savers at Natwest but decided to go back. Had to open a new current account, which they said they would link......like going back 50 years to pen and paper days with pigeon post. I sent ID requested and now they want proof of income, which is sod all to do with them. I have no credit card or overdraft with them and they have thousands of Â£Â£Â£ of mine. Bloody cheek. To cap it all they ring me on a witheld number!!
I told them to sod off. Maybe FD aint so bad after all. They wont see any of my money again
â€","1"," 4 years ago","Peter"
"â€œ
Was forced to do online banking. One of the staff has put so much pressure on me to do so.. telling me that I will no longer get my rewards or bank statements. Feel for the senior citizens in this town, when they see her they avoid going in. Some are changing their banks. So yesterday I was told I had no choice..it's from head office.
â€","1"," 4 years ago","Anonymous"
"â€œ
Where do I start?
Last year we opened a joint bank account and a hard credit search was done twice on my credit file. I called the bank straight away and asked them for this to be resolved. I also told my credit reference agency that I would like to dispute the search. Couple of weeks later NatWest refused to take the second search off my file which was done because of their mistake. Made an official complaint which hasn't got resolved FOR OVER A YEAR NOW! A couple of days ago we decided to cancel our account because we were leaving the country. We went to the Twickenham branch in London and got everything some I'm 15 minutes. Finally, I thought to myself they're improving. We cancelled all our direct debits, standing orders, and the account. The next day when we were already outside the country the first direct debit went out...oh joy!!! Contacted their team and they recalled the payment and advised us that the closing of the account will take 5 working days??? Well... We were certainly not told that! I asked again if now all the direct debits were cancelled? I was told, yes and there will be nothing else going out of our account. 2 days later another payment has gone out. Once again I contacted their team and I was told that this is the account fee for the month before...I asked twice while I was in the branch of everything has been some or if there's anything else we need to pay for, I was told it's all done!! How can a bank afford so many mistakes??? It's absolutely ridiculous. This company is a joke and all customers should stay away from them. As nice their customer service people are they also useless of resolving problems! I'm going to pay for the final fee but I'll make sure my review will be everywhere on the internet to warn people.
â€","1"," 4 years ago","Krisztina"
"â€œ
It has been a year since iv traveled and still getting bills and phone calls from America which they have said have been sorted out and havent been refunded any of the medication bills either
â€","1"," 4 years ago","Anonymous"
"â€œ
I have no bad credit, an excellent credit file after never missing a payment (inc. Natwests mortgage and they actually sent me a letter saying I could remortgage WITHOUT CHECKS!!) and no problems whatsoever but Natwest have declined me a mortgage based on how I conducted my current account. What they mean is, I recently closed my current account with a Â£200 overdraft facility down and they don't like it. The new mortgage would see my pay them Â£400 less a month and they don't like that either. It's absolutely disgraceful, and they have now left me with a black mark meaning its going to be very difficult to get another strong rate elsewhere. Stay away from them.
â€","1"," 4 years ago","Todd"
"â€œ
Absolutely shocking. They locked my internet banking and told me they would send me an activation code by text, asked if they had my correct number - no. Would not take the number from me as I may not be who I say I am, hang on, how many security questions have you just asked me and then you discuss my banking details with me but then won't accept my new number as I may not be who I say I am, absolutely ludicrous. Later I sent in some paperwork and I rang to see if they had it as I hadn't heard from them. We can't help you, you need to speak to your branch, put me through then, no can't do that you need why not pop into your branch - you mean the one you closed, nearest one 15 miles away and only open office hours????? My argument was, why have a central number for customers to ring if you can't help only a branch can yet you can't be put through or get into a branch. Only option was to speak to complaints, why to be told the same thing? After 30 years, I'm now switching my banks! Can't help but wonder, who is working for whom here? Also you manage to email me every month to say my statement is ready and also emailed me today to say you are switching my accounts so you can get hold of me when YOU want - where is security here as after 30 years are you even sure you are emailing the correct person?
â€","1"," 4 years ago","Angela Lewis"
"â€œ
Absolutely shocking. They locked my internet banking and told me they would send me an activation code by text, asked if they had my correct number - no. Would not take the number from me as I may not be who I say I am, hang on, how many security questions have you just asked me and then you discuss my banking details with me but then won't accept my new number as I may not be who I say I am, absolutely ludicrous. Later I sent in some paperwork and I rang to see if they had it as I hadn't heard from them. We can't help you, you need to speak to your branch, put me through then, no can't do that you need why not pop into your branch - you mean the one you closed, nearest one 15 miles away and only open office hours????? My argument was, why have a central number for customers to ring if you can't help only a branch can yet you can't be put through or get into a branch. Only option was to speak to complaints, why to be told the same thing? After 30 years, I'm now switching my banks! Can't help but wonder, who is working for whom here? Also you manage to email me every month to say my statement is ready and also emailed me today to say you are switching my accounts so you can get hold of me when YOU want - where is security here as after 30 years are you even sure you are emailing the correct person?
â€","1"," 4 years ago","Angela"
"â€œ
I spoke to someone in mortgages who had a nasty belittling attitude. I have been with Natwest for years and have found them to be the worst bank, very unhelpful and arrogant. This attitude runs throughout the bank. If you want piece of mind DO NOT have an account at Natwest!!!
â€","1"," 4 years ago","Anonymous"
"â€œ
Staff in Watford branch are rude, bullying and unhelpful. They have no understanding of customer service and are intent on forcing people to use the automated machines, even though this allows no privacy whatsoever.
â€","1"," 4 years ago","Anonymous"
"â€œ
No transparency with unarranged overdraft fees. A Â£6 transaction became a Â£260 charge because the bank failed to alert me I was overdrawn. Despite asking for text alerts as well as email as the primary contact method, I received no emails or texts (but I did get a letter 2 weeks after the transaction - useful when you're not in the country).
Just phoned an operator to confirm text alerts for unarranged overdraft usage - he put me on hold for 20 minutes then picked up again and accidentally (?) hung up on me.
Don't waste your time with this awful, deceptive and sh*t customer service excuse for a bank.
â€","1"," 4 years ago","Mm685"
"â€œ
Customer service over the phone falsified that I had failed to pass security, when actually they never asked me any security question. So they refused to serve me. Next day I closed my account... I deserve better as a customer.
â€","1"," 4 years ago","Rashid"
"â€œ
Helpful and brilliant bank. My account was over the limit, Natwest kindly credited my account as my salary didn't arrive & sent me Â£50 for use over the bank holiday! Thank you very much! PB
â€","5"," 4 years ago","Miss P"
"â€œ
Horrible customer service. Wouldn't recommend to anyone.
â€","1"," 4 years ago","George K"
"â€œ
The customer service was horrible. For no reason, my card was blocked for online purchases, and after chatting on the Webchat service and on the phone 6 times over three days, my issue wasn't sorted even though I was told, repeatedly, that my card was okay to be used again. The worst part is that all the teams at NatWest had zero communication so I had to continuously explain my issue to person after person. Worst service, and worst bank. Wouldn't recommend it to anyone, look for a better bank.
â€","1"," 4 years ago","Giorgos Koutsakis"
"â€œ
Although the smart phone app is very useful, their online banking is unbelievably frustrating to use. The concept of a banking app, with the ability to check my account is perfect, although giving a business a Â£250 daily limit is, in my opinion, pointless. Thats the whole point of having an app, to pay bills whilst on the move. If you want to pay more than Â£250, you have to log onto their online banking (or visit a branch). One is difficult to do, the other removes the need for an app in the first place! Very disappointed in NatWest.
â€","1"," 4 years ago","Anonymous"
"â€œ
Your organisation has compromised my account 5 times. Also you have LOST my card the new one that was sent out. I was met by oops sorry and laughing. I will be making a full complaint . And I definitely wouldn't recommend you to friends . Will be closing my account this week.
â€","1"," 4 years ago","Marie"
"â€œ
my debit card expired over 6 weeks ago they said they would send me a new one still,NO CARD ,APPLIED ONLINE twice ,chat service has no option to connect button ,supposed to be a need help option ,doesnt exist ,have re-ordered card overall 3 times ,STILL NO CARD ,they are without a doubt the worst bank ever !!!
â€","1"," 4 years ago","Anonymous"
"â€œ
Worst customer service in the history the entire existance of the universe
â€","1"," 4 years ago","Anonymous"
"â€œ
Customer services have about as much charm as a mass grave,,rude and unhelpful bank i have been with 15 years.I guarantee i wont be with them another 15 days.20 minutes on hold to spek regarding a complaint i had no answer just stupid music...Total crap service
â€","1"," 4 years ago","Graham"
"â€œ
I've been a NatWest customer for years and always found them pleasant to deal with
â€","5"," 4 years ago","Anonymous"
"â€œ
I was worried about fraud on my account and called Natwest. I got straight through and was transferred to the relevant person who made the process extremely easy. The lady on the phone was very personable and efficient, and immediately identified the problem and blocked it.
â€","5"," 4 years ago","Chloe"
"â€œ
They aren't helpful at all if you're robbed and lose your cash cards. I cancelled my card after answering security questions and they told me that it was fine so they would send me out my new card. Then they said my online banking had been closed and put me through to the security department who said they didn't know why I had been put through to them, but my card had definitely been ordered, and if I answer more security questions they would set up the online banking again. Then they asked me a stupid question about transactions that I couldn't remember, so I said I can't remember and could they ask another one, but he said the computer says I have to answer a multiple choice question and they have no control on what the questions are, so I said I'm not sure and would only be guessing and I don't want to guess as I have no money for food or petrol, and he was quite rude and said I had to answer it but I got the question wrong and then he said computer says so, but my card would definitely be sent out, so I said it was a stupid question and I can't believe he was so unhelpful. So I wait days for the card only eating cereal with no milk wondering why it was taking so long, and after 5 days I phone up again and they told me that there's no record of me ordering the card, so the last person i spoke to must have cancelled my card without telling me, and I'm told that I have to go into my branch which is now only open a couple of days a week. I said my petrol has nearly ran out and it's not open again for days, and I was told I should beg people for money and food until i can get to a branch. It's obvious the one who was unhelpful cancelled the ordering my card on purpose to be nasty. They made a stressful time even worse
â€","1"," 4 years ago","Pete Powell"
"â€œ
I am not a customer but have recently had to sort mothers account I must say everyone at nat west has been helpful pleasant efficient thank you so much to all staff I have been in contact with both on the phone and at the Worcester branch
â€","5"," 4 years ago","W Heath"
"â€œ
I spent 15 minutes on the phone and spoke to 3 diffent people to make a payment towards my Credit Card a Master Card, I ended up hanging up the phone as I could not be bother to wait any longer... you defiantly make people changing their mind on making a payment thanks to the waiting time and difficulty in doing something so simple like pay off a credit card. The last guy I spoke to with was working for Natwest said: I am putting you through anther time as they issued your card, mmmm? aren't you working all for Natwest?!
â€","1"," 4 years ago","Anonymous"
"â€œ
I have been with this bank for close to 6 years.
I transferred money from one account to the next and they ceased my account for fraud.
The fraud team has the worst customer service ever.
They are incredibly rude no service skills and very vague.
I have had most services cancelled subsequently they don't care.
I have had larger sum into my account before .
But the dealt with me like a criminal for transferring money between accounts. My money.
Really gutted I left Barclays for them.
Never use this bank they don't care when things go the other way.
I spent a total of 21hrs on the phone for my money and still unresolved.
â€","1"," 4 years ago","Mr Brown"
"â€œ
I have been a natwest customer for nearly 15 years.
I called the NatWest customers service because I have had series problem while I was trying to withdraw my money. The lady customer adviser was extremely rude, disconnected my call. I have made a compliment and I was someone will get back to me in 5 days time but still no respond!!
Finally I've decided to cancel all my direct debits and close my bank...!
â€","1"," 4 years ago","Anonymous"
"â€œ
I have held an account with Nat West since 1987.I have always been happy with them.Since I have been on line(about two years)I have been cheated by some unscrupulous people.I have phoned Nat West fraud team and they have been marvellous refunding me my losses in no time.
Just one little complaint,to phone Nat West fraud team is a marathon wait.I have been waiting for up to 30 minutes.
â€","5"," 4 years ago","William Richard Parker"
